Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
OO,9/30/2025,6429,N702SK,SMF,17:25,17:16,95,75,-9,17:25,9,0,0,0,0,0
OO,9/30/2025,6435,N745SK,ABQ,8:20,8:16,123,121,-4,8:41,25,0,0,0,0,0
OO,9/30/2025,6438,N732SK,SEA,11:53,11:44,176,156,-9,11:57,13,0,0,0,0,0
OO,9/30/2025,6453,N507SY,ELP,9:02,8:56,127,113,-6,9:11,15,0,0,0,0,0
OO,9/30/2025,6458,N614SK,ABQ,20:40,20:22,117,109,-18,20:43,21,0,0,0,0,0
OO,9/30/2025,6459,N774SK,TUS,8:17,8:07,97,83,-10,8:19,12,0,0,0,0,0
OO,9/30/2025,6471,N702SK,JAC,9:02,9:00,142,127,-2,9:14,14,0,0,0,0,0
OO,9/30/2025,6486,N514SY,LAS,9:35,9:24,81,87,-11,9:51,27,0,0,0,0,0
OO,9/30/2025,6499,N507SY,LAS,15:00,14:54,78,70,-6,15:11,17,0,0,0,0,0
OO,9/30/2025,6505,N730EV,DEN,19:46,19:34,139,159,-12,19:53,19,0,0,0,0,0
OO,9/30/2025,6506,N505SY,OMA,12:40,12:38,197,174,-2,12:49,11,0,0,0,0,0
WN,9/30/2025,178,N8633A,SMF,17:30,17:27,85,74,-3,17:34,7,0,0,0,0,0
WN,9/30/2025,346,N8864H,MCI,10:30,10:27,195,184,-3,10:41,14,0,0,0,0,0
WN,9/30/2025,489,N256WN,RNO,14:00,13:56,80,75,-4,14:04,8,0,0,0,0,0
WN,9/30/2025,652,N7855A,SFO,11:40,11:32,80,69,-8,11:42,10,0,0,0,0,0
WN,9/30/2025,894,N8682B,BWI,21:00,20:59,300,279,-1,21:07,8,0,0,0,0,0
WN,9/30/2025,1005,N8939Q,DEN,14:35,14:35,145,126,0,14:47,12,0,0,0,0,0
WN,9/30/2025,1101,N8825Q,SJC,9:55,9:54,75,71,-1,10:09,15,0,0,0,0,0
WN,9/30/2025,1144,N7865A,SMF,10:55,11:07,90,72,12,11:15,8,0,0,0,0,0
WN,9/30/2025,1252,N220WN,BWI,10:15,10:15,300,282,0,10:24,9,0,0,0,0,0
WN,9/30/2025,1375,N8581Z,MDW,13:10,13:09,235,219,-1,13:21,12,0,0,0,0,0
WN,9/30/2025,1411,N8319F,PHX,11:45,11:38,85,66,-7,11:45,7,0,0,0,0,0
WN,9/30/2025,1487,N8511K,LAS,20:45,20:41,75,59,-4,20:51,10,0,0,0,0,0
WN,9/30/2025,1540,N250WN,OAK,14:10,14:08,80,70,-2,14:15,7,0,0,0,0,0
WN,9/30/2025,1614,N8577Z,BWI,7:05,7:01,305,287,-4,7:15,14,0,0,0,0,0
WN,9/30/2025,1615,N8328A,DAL,9:50,9:55,185,160,5,10:02,7,0,0,0,0,0
WN,9/30/2025,1729,N7730A,OAK,9:30,9:26,85,73,-4,9:33,7,0,0,0,0,0
WN,9/30/2025,1748,N8664J,PHX,6:50,6:48,85,66,-2,6:57,9,0,0,0,0,0
WN,9/30/2025,1761,N467WN,OAK,6:30,6:28,75,73,-2,6:40,12,0,0,0,0,0
WN,9/30/2025,1765,N8825Q,OAK,19:45,19:43,80,70,-2,19:52,9,0,0,0,0,0
WN,9/30/2025,1959,N7722B,ABQ,13:15,13:10,115,102,-5,13:23,13,0,0,0,0,0
WN,9/30/2025,2159,N8608N,BNA,9:05,9:05,245,225,0,9:16,11,0,0,0,0,0
WN,9/30/2025,2168,N8809L,HOU,5:20,5:15,200,187,-5,5:30,15,0,0,0,0,0
WN,9/30/2025,2224,N8769Q,AUS,16:35,16:32,185,162,-3,16:43,11,0,0,0,0,0
WN,9/30/2025,2230,N936WN,SJC,17:45,17:49,75,62,4,17:56,7,0,0,0,0,0
WN,9/30/2025,2255,N8691A,SFO,18:30,18:55,80,107,25,19:37,42,25,0,27,0,0
WN,9/30/2025,2278,N8326F,PHX,8:30,8:27,85,79,-3,8:46,19,0,0,0,0,0
WN,9/30/2025,2287,N7715E,DAL,15:55,15:55,185,165,0,16:02,7,0,0,0,0,0
WN,9/30/2025,2416,N8797Q,DEN,8:55,8:55,135,128,0,9:06,11,0,0,0,0,0
WN,9/30/2025,2475,N8576Z,HOU,12:10,12:49,200,169,39,12:56,7,0,0,0,0,0
WN,9/30/2025,2476,N427WN,SMF,14:40,14:46,90,77,6,14:59,13,0,0,0,0,0
WN,9/30/2025,2484,N8310C,SMF,8:05,8:00,85,76,-5,8:09,9,0,0,0,0,0
WN,9/30/2025,2497,N8952Q,LAS,16:15,16:08,75,59,-7,16:20,12,0,0,0,0,0
WN,9/30/2025,2675,N8560Z,DAL,6:45,6:40,185,163,-5,6:50,10,0,0,0,0,0
WN,9/30/2025,2676,N7873A,STL,16:30,16:25,225,199,-5,16:33,8,0,0,0,0,0
WN,9/30/2025,2754,N8713M,HOU,23:50,23:48,195,191,-2,0:10,22,0,0,0,0,0
WN,9/30/2025,2849,N214WN,LAS,10:40,10:32,75,59,-8,10:42,10,0,0,0,0,0
WN,9/30/2025,2899,N8560Z,PHX,14:50,14:46,90,71,-4,14:55,9,0,0,0,0,0
WN,9/30/2025,2911,N902WN,MDW,6:10,6:10,235,229,0,6:25,15,0,0,0,0,0
WN,9/30/2025,2921,N8714Q,LAS,14:15,14:19,75,66,4,14:36,17,0,0,0,0,0
WN,9/30/2025,3071,N7889A,TUS,13:50,13:44,85,77,-6,13:52,8,0,0,0,0,0
WN,9/30/2025,3151,N8797Q,DEN,18:25,18:26,140,119,1,18:36,10,0,0,0,0,0
WN,9/30/2025,3170,N7868K,SFO,7:55,7:54,80,103,-1,8:39,45,0,0,22,0,0
WN,9/30/2025,3185,N969WN,DEN,6:15,7:10,140,131,55,7:28,18,46,0,0,0,0
WN,9/30/2025,3188,N453WN,MCO,22:10,22:16,290,262,6,22:23,7,0,0,0,0,0
WN,9/30/2025,3196,N7721E,LAS,9:05,9:07,75,58,2,9:18,11,0,0,0,0,0
WN,9/30/2025,3371,N8708Q,AUS,7:45,7:36,175,167,-9,7:50,14,0,0,0,0,0
WN,9/30/2025,3372,N8801Q,BNA,22:55,22:49,245,216,-6,22:58,9,0,0,0,0,0
WN,9/30/2025,3384,N8935Q,DEN,12:40,12:56,140,122,16,13:10,14,0,0,0,0,0
WN,9/30/2025,3385,N8768Q,HNL,7:25,7:27,355,333,2,7:37,10,0,0,0,0,0
WN,9/30/2025,3394,N959WN,MDW,16:40,16:59,240,218,19,17:09,10,0,0,0,0,0
WN,9/30/2025,3396,N8548P,MDW,23:15,23:14,235,211,-1,23:21,7,0,0,0,0,0
WN,9/30/2025,3397,N280WN,MSY,9:35,9:34,225,212,-1,9:48,14,0,0,0,0,0
WN,9/30/2025,3404,N1806U,OAK,11:30,11:26,80,69,-4,11:37,11,0,0,0,0,0
WN,9/30/2025,3416,N8961K,PHX,20:40,20:51,90,70,11,21:00,9,0,0,0,0,0
WN,9/30/2025,3419,N483WN,SAT,11:20,11:51,170,152,31,12:00,9,0,0,0,0,0
WN,9/30/2025,3424,N7866A,SJC,15:20,15:18,75,61,-2,15:26,8,0,0,0,0,0
WN,9/30/2025,3428,N7877H,SJC,7:20,7:21,75,63,1,7:30,9,0,0,0,0,0
WN,9/30/2025,3436,N1807U,STL,8:40,8:40,215,203,0,8:50,10,0,0,0,0,0
WN,9/30/2025,3556,N8629A,ELP,10:20,10:19,115,110,-1,10:34,15,0,0,0,0,0
WN,9/30/2025,3887,N460WN,SLC,7:30,7:22,105,107,-8,7:35,13,0,0,0,0,0
WN,9/30/2025,4122,N8792Q,PHX,17:10,17:00,90,72,-10,17:10,10,0,0,0,0,0
WN,9/30/2025,4526,N8642E,OAK,18:20,18:15,85,71,-5,18:24,9,0,0,0,0,0
NK,9/30/2025,262,N988NK,EWR,7:35,7:29,325,306,-6,7:46,17,0,0,0,0,0
NK,9/30/2025,309,N655NK,ATL,22:23,22:19,264,245,-4,22:32,13,0,0,0,0,0
NK,9/30/2025,1228,N983NK,DFW,18:41,18:31,184,162,-10,18:41,10,0,0,0,0,0
NK,9/30/2025,1514,N634NK,IAH,17:07,17:06,199,185,-1,17:15,9,0,0,0,0,0
NK,9/30/2025,1542,N989NK,ATL,12:22,12:15,262,248,-7,12:30,15,0,0,0,0,0
NK,9/30/2025,1596,N706NK,BWI,23:02,22:56,299,278,-6,23:08,12,0,0,0,0,0
NK,9/30/2025,1663,N962NK,DTW,10:31,10:22,271,254,-9,10:33,11,0,0,0,0,0
NK,9/30/2025,1818,N645NK,ORD,12:05,11:58,249,218,-7,12:07,9,0,0,0,0,0
NK,9/30/2025,2005,N654NK,DTW,5:30,5:19,266,250,-11,5:31,12,0,0,0,0,0
NK,9/30/2025,2088,N989NK,LAS,6:15,6:09,85,59,-6,6:22,13,0,0,0,0,0
NK,9/30/2025,2310,N629NK,DFW,0:45,0:40,185,162,-5,0:52,12,0,0,0,0,0
NK,9/30/2025,2592,N740NK,LAS,9:36,9:32,90,72,-4,9:55,23,0,0,0,0,0
NK,9/30/2025,3011,N644NK,LAS,19:50,19:41,89,68,-9,19:52,11,0,0,0,0,0
NK,9/30/2025,3224,N962NK,IAH,23:10,23:12,200,186,2,23:23,11,0,0,0,0,0
NK,9/30/2025,3830,N983NK,MCI,9:52,9:42,198,177,-10,9:52,10,0,0,0,0,0
UA,9/30/2025,212,N14511,ORD,17:00,17:09,255,230,9,17:24,15,0,0,0,0,0
UA,9/30/2025,417,N27274,OGG,8:15,8:53,345,326,38,9:08,15,19,0,0,0,0
UA,9/30/2025,469,N14230,SFO,13:35,13:30,87,80,-5,13:43,13,0,0,0,0,0
UA,9/30/2025,491,N37540,IAH,0:56,0:46,196,187,-10,1:08,22,0,0,0,0,0
UA,9/30/2025,578,N54525,DEN,7:00,6:51,147,153,-9,7:06,15,0,0,0,0,0
UA,9/30/2025,654,N53442,IAH,5:31,5:22,201,185,-9,5:34,12,0,0,0,0,0
UA,9/30/2025,684,N69839,SEA,18:58,18:53,175,169,-5,19:07,14,0,0,0,0,0
UA,9/30/2025,688,N39463,IAD,8:15,8:09,309,307,-6,8:26,17,0,0,0,0,0
UA,9/30/2025,1006,N69847,LAS,8:15,8:02,82,62,-13,8:13,11,0,0,0,0,0
UA,9/30/2025,1069,N57869,ORD,12:34,12:32,258,265,-2,12:44,12,0,0,0,0,0
UA,9/30/2025,1082,N24537,ORD,6:00,5:50,258,236,-10,6:05,15,0,0,0,0,0
UA,9/30/2025,1093,N27276,SEA,9:00,8:50,176,161,-10,9:05,15,0,0,0,0,0
UA,9/30/2025,1158,N771UA,HNL,8:35,9:23,343,334,48,9:45,22,39,0,0,0,0
UA,9/30/2025,1170,N777UA,HNL,17:10,17:10,339,331,0,17:26,16,0,0,0,0,0
UA,9/30/2025,1244,N24514,ORD,13:20,13:16,255,260,-4,13:28,12,0,0,0,0,0
UA,9/30/2025,1260,N39423,DEN,11:00,10:51,148,128,-9,11:04,13,0,0,0,0,0
UA,9/30/2025,1289,N77431,DEN,12:54,12:50,143,122,-4,13:01,11,0,0,0,0,0
UA,9/30/2025,1293,N69847,IAH,13:21,13:20,202,179,-1,13:32,12,0,0,0,0,0
UA,9/30/2025,1339,N17594,DEN,5:05,4:54,143,126,-11,5:09,15,0,0,0,0,0
UA,9/30/2025,1363,N37267,SFO,17:39,17:36,86,73,-3,17:52,16,0,0,0,0,0
UA,9/30/2025,1397,N77867,IAH,7:15,7:08,204,186,-7,7:21,13,0,0,0,0,0
UA,9/30/2025,1416,N47570,IAH,8:45,8:38,204,177,-7,8:49,11,0,0,0,0,0
UA,9/30/2025,1431,N73860,HNL,11:05,11:02,356,352,-3,11:23,21,0,0,0,0,0
UA,9/30/2025,1546,N69847,LAS,22:56,22:55,79,64,-1,23:10,15,0,0,0,0,0
UA,9/30/2025,1571,N68834,IAH,10:15,10:08,203,186,-7,10:24,16,0,0,0,0,0
UA,9/30/2025,1596,N78501,SFO,11:40,11:33,90,70,-7,11:46,13,0,0,0,0,0
UA,9/30/2025,1605,N17312,BWI,23:05,23:00,308,297,-5,23:15,15,0,0,0,0,0
UA,9/30/2025,1621,N47414,MCO,8:23,8:16,306,282,-7,8:31,15,0,0,0,0,0
UA,9/30/2025,1631,N47570,IAD,21:35,21:28,303,293,-7,21:54,26,0,0,0,0,0
UA,9/30/2025,1635,N57870,IAD,13:00,12:51,301,285,-9,13:06,15,0,0,0,0,0
UA,9/30/2025,1700,N17133,EWR,16:30,16:24,328,300,-6,16:39,15,0,0,0,0,0
UA,9/30/2025,1730,N47282,MCO,21:33,21:31,297,279,-2,21:47,16,0,0,0,0,0
UA,9/30/2025,1783,N37577,BOS,8:29,8:22,343,330,-7,8:44,22,0,0,0,0,0
UA,9/30/2025,1791,N16234,SFO,10:26,10:21,90,127,-5,11:29,68,0,0,32,0,0
UA,9/30/2025,1800,N17317,TPA,22:40,22:32,290,265,-8,22:46,14,0,0,0,0,0
UA,9/30/2025,1843,N14539,ORD,23:59,0:06,251,248,7,0:39,33,0,0,0,0,0
UA,9/30/2025,1855,N29977,EWR,13:30,13:29,310,297,-1,13:41,12,0,0,0,0,0
UA,9/30/2025,1912,N57864,DEN,9:00,8:52,146,128,-8,9:09,17,0,0,0,0,0
UA,9/30/2025,1946,N24505,ORD,8:25,8:19,260,253,-6,8:33,14,0,0,0,0,0
UA,9/30/2025,1950,N12125,EWR,12:15,12:08,331,332,-7,12:25,17,0,0,0,0,0
UA,9/30/2025,1981,N14120,EWR,11:15,11:14,333,335,-1,11:29,15,0,0,0,0,0
UA,9/30/2025,1990,N27277,AUS,10:35,10:29,183,174,-6,10:49,20,0,0,0,0,0
UA,9/30/2025,1997,N13227,SFO,8:15,8:08,90,111,-7,8:47,39,0,0,0,0,0
UA,9/30/2025,2019,N16234,SFO,16:10,16:01,87,73,-9,16:18,17,0,0,0,0,0
UA,9/30/2025,2039,N77584,BWI,10:15,10:11,306,297,-4,10:31,20,0,0,0,0,0
UA,9/30/2025,2056,N27277,SFO,21:30,21:23,86,92,-7,21:38,15,0,0,0,0,0
UA,9/30/2025,2086,N37510,IAH,11:54,11:47,204,186,-7,12:02,15,0,0,0,0,0
UA,9/30/2025,2096,N34131,EWR,8:25,8:20,336,323,-5,8:39,19,0,0,0,0,0
UA,9/30/2025,2113,N14530,ORD,10:52,10:42,260,248,-10,10:56,14,0,0,0,0,0
UA,9/30/2025,2127,N17139,EWR,10:15,10:07,335,316,-8,10:23,16,0,0,0,0,0
UA,9/30/2025,2146,N77518,DEN,16:13,16:14,147,152,1,16:27,13,0,0,0,0,0
UA,9/30/2025,2150,N47330,BZN,11:00,10:55,153,146,-5,11:19,24,0,0,0,0,0
UA,9/30/2025,2194,N73275,SFO,6:00,5:48,85,74,-12,6:01,13,0,0,0,0,0
UA,9/30/2025,2210,N27519,BOS,23:20,23:12,339,337,-8,23:42,30,0,0,0,0,0
UA,9/30/2025,2220,N73275,SFO,20:20,20:12,87,115,-8,20:56,44,0,0,20,0,0
UA,9/30/2025,2282,N39463,IAD,22:35,22:25,304,292,-10,22:42,17,0,0,0,0,0
UA,9/30/2025,2303,N772UA,EWR,23:59,23:48,310,314,-11,0:22,34,0,0,0,0,0
UA,9/30/2025,2310,N66893,IAH,23:59,23:56,198,194,-3,0:16,20,0,0,0,0,0
UA,9/30/2025,2359,N13113,EWR,6:00,5:54,325,304,-6,6:08,14,0,0,0,0,0
UA,9/30/2025,2372,N77584,IAD,23:05,22:57,304,282,-8,23:13,16,0,0,0,0,0
UA,9/30/2025,2373,N17317,KOA,9:03,8:58,347,324,-5,9:15,17,0,0,0,0,0
UA,9/30/2025,2377,N69818,IAH,16:15,16:21,202,185,6,16:37,16,0,0,0,0,0
UA,9/30/2025,2397,N784UA,EWR,21:00,20:55,305,288,-5,21:09,14,0,0,0,0,0
UA,9/30/2025,2443,N17413,CLE,10:55,10:45,277,253,-10,10:58,13,0,0,0,0,0
UA,9/30/2025,2449,N53442,LAS,14:55,14:46,79,65,-9,15:00,14,0,0,0,0,0
UA,9/30/2025,2487,N14523,ORD,14:10,14:04,255,249,-6,14:18,14,0,0,0,0,0
UA,9/30/2025,2610,N24519,DEN,19:00,18:58,147,132,-2,19:14,16,0,0,0,0,0
UA,9/30/2025,2667,N68452,IAD,10:37,10:32,302,295,-5,10:48,16,0,0,0,0,0
UA,9/30/2025,2743,N779UA,EWR,7:00,7:07,323,303,7,7:25,18,0,0,0,0,0
UA,9/30/2025,2745,N14548,DEN,14:52,14:43,147,141,-9,15:04,21,0,0,0,0,0
